City,Date,PM2.5,PM10,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Thiruvananthapuram,2017-07-25,16.93,56.6,4.93,,0.64,3.97,17.05,55.0,Satisfactory
Thiruvananthapuram,2017-07-26,23.75,67.58,6.05,,0.73,5.0,16.17,66.0,Satisfactory
Thiruvananthapuram,2017-07-27,20.52,48.62,4.91,,0.63,4.02,14.58,55.0,Satisfactory
Thiruvananthapuram,2017-07-28,15.53,37.17,5.1,,0.58,3.72,17.67,46.0,Good
Thiruvananthapuram,2017-07-29,15.07,32.19,4.39,,0.52,2.91,19.56,41.0,Good
Thiruvananthapuram,2017-07-30,24.12,54.45,3.14,,0.55,3.98,18.43,47.0,Good
Thiruvananthapuram,2017-07-31,23.5,54.37,5.11,,0.72,4.85,12.89,62.0,Satisfactory
Thiruvananthapuram,2017-08-01,18.25,41.35,4.17,,0.77,4.49,17.21,68.0,Satisfactory
Thiruvananthapuram,2017-08-02,15.15,46.53,5.56,,0.99,4.19,14.17,62.0,Satisfactory
Thiruvananthapuram,2017-08-03,15.12,39.14,4.62,,0.98,3.37,14.65,63.0,Satisfactory
Thiruvananthapuram,2017-08-04,13.43,31.64,5.29,,0.95,3.93,13.62,62.0,Satisfactory
Thiruvananthapuram,2017-08-05,10.74,28.85,5.1,,0.91,4.48,14.84,59.0,Satisfactory
Thiruvananthapuram,2017-08-06,13.58,34.99,4.5,,0.9,4.55,16.75,54.0,Satisfactory
Thiruvananthapuram,2017-08-07,20.1,48.43,6.14,,0.96,4.86,15.6,61.0,Satisfactory
Thiruvananthapuram,2017-08-08,13.97,32.81,4.9,,0.99,4.37,18.68,63.0,Satisfactory
Thiruvananthapuram,2017-08-09,19.93,41.81,5.66,,1.01,4.32,16.63,63.0,Satisfactory
Thiruvananthapuram,2017-08-10,18.52,41.59,5.45,,1.03,3.56,17.88,61.0,Satisfactory
Thiruvananthapuram,2017-08-11,11.07,30.8,4.84,,0.98,4.14,18.51,64.0,Satisfactory
Thiruvananthapuram,2017-08-12,21.49,44.62,5.44,,0.96,4.39,22.88,56.0,Satisfactory
Thiruvananthapuram,2017-08-13,31.15,66.18,4.78,,0.93,4.57,21.49,58.0,Satisfactory
Thiruvananthapuram,2017-08-14,31.42,73.12,5.69,,0.97,2.91,8.0,74.0,Satisfactory
Thiruvananthapuram,2017-08-15,26.05,61.52,4.91,,0.92,4.47,20.27,82.0,Satisfactory
Thiruvananthapuram,2017-08-16,20.75,44.38,4.57,,0.93,3.45,13.81,58.0,Satisfactory
Thiruvananthapuram,2017-08-17,22.3,47.14,5.28,,0.99,3.91,21.56,60.0,Satisfactory
Thiruvananthapuram,2017-08-18,13.49,28.83,4.69,,0.9,4.34,19.78,57.0,Satisfactory
Thiruvananthapuram,2017-08-19,12.91,37.2,4.97,,0.92,2.99,13.21,56.0,Satisfactory
Thiruvananthapuram,2017-08-20,12.49,34.71,4.46,,0.88,2.41,16.58,55.0,Satisfactory
Thiruvananthapuram,2017-08-21,10.66,27.65,4.69,,0.95,4.88,16.88,58.0,Satisfactory
Thiruvananthapuram,2017-08-22,11.18,22.79,4.05,,0.88,3.49,13.82,54.0,Satisfactory
Thiruvananthapuram,2017-08-23,17.58,43.83,4.77,,0.93,4.03,6.26,54.0,Satisfactory
Thiruvananthapuram,2017-08-24,24.04,63.07,5.05,,1.01,3.47,27.62,93.0,Satisfactory
Thiruvananthapuram,2017-08-25,20.15,54.52,4.61,,1.02,4.07,7.17,68.0,Satisfactory
Thiruvananthapuram,2017-08-26,13.5,51.49,4.1,,0.97,2.73,3.95,62.0,Satisfactory
Thiruvananthapuram,2017-08-27,8.98,33.47,4.05,,0.91,4.6,2.62,55.0,Satisfactory
Thiruvananthapuram,2017-08-28,9.04,24.65,4.92,,1.0,3.69,4.14,57.0,Satisfactory
Thiruvananthapuram,2017-08-29,9.19,22.29,5.13,,0.95,3.78,3.7,64.0,Satisfactory
Thiruvananthapuram,2017-08-30,12.52,34.19,5.37,,0.92,3.21,5.1,58.0,Satisfactory
Thiruvananthapuram,2017-08-31,17.94,48.67,5.01,,0.98,3.69,7.45,60.0,Satisfactory
Thiruvananthapuram,2017-09-01,18.93,52.14,3.8,,0.9,4.01,7.69,54.0,Satisfactory
Thiruvananthapuram,2017-09-02,14.23,35.43,4.33,,0.99,5.05,7.59,60.0,Satisfactory
Thiruvananthapuram,2017-09-03,16.04,34.39,4.46,,0.95,4.07,7.61,52.0,Satisfactory
Thiruvananthapuram,2017-09-04,20.62,48.9,3.49,,0.88,4.31,7.71,53.0,Satisfactory
Thiruvananthapuram,2017-09-05,18.4,45.75,3.82,,0.93,4.99,7.6,55.0,Satisfactory
Thiruvananthapuram,2017-09-06,8.76,19.97,3.24,,0.85,4.29,7.6,52.0,Satisfactory
Thiruvananthapuram,2017-09-07,16.14,35.68,5.45,,0.98,3.41,7.75,64.0,Satisfactory
Thiruvananthapuram,2017-09-08,10.8,28.79,4.46,,1.01,4.2,7.71,66.0,Satisfactory
Thiruvananthapuram,2017-09-09,12.77,27.17,4.96,,0.95,3.63,7.7,65.0,Satisfactory
Thiruvananthapuram,2017-09-10,11.01,25.92,3.71,,0.94,4.34,7.7,53.0,Satisfactory
Thiruvananthapuram,2017-09-11,12.56,28.58,4.3,,1.03,5.03,7.67,61.0,Satisfactory
Thiruvananthapuram,2017-09-12,8.51,23.44,3.7,,0.96,2.25,7.62,58.0,Satisfactory
Thiruvananthapuram,2017-09-13,8.73,20.83,4.38,,0.94,4.41,7.63,59.0,Satisfactory
Thiruvananthapuram,2017-09-14,9.23,21.98,4.29,,0.93,2.97,7.69,54.0,Satisfactory
Thiruvananthapuram,2017-09-15,15.46,37.03,5.22,,1.01,3.4,7.56,60.0,Satisfactory
Thiruvananthapuram,2017-09-16,12.07,34.22,4.12,,1.07,3.29,7.68,71.0,Satisfactory
Thiruvananthapuram,2017-09-17,8.79,21.48,4.06,,0.91,4.86,7.59,60.0,Satisfactory
Thiruvananthapuram,2017-09-18,11.3,29.78,4.4,,0.97,2.94,7.71,69.0,Satisfactory
Thiruvananthapuram,2017-09-19,11.08,38.16,3.51,,0.95,4.08,7.63,65.0,Satisfactory
Thiruvananthapuram,2017-09-20,9.43,27.48,4.04,,0.95,5.44,7.73,59.0,Satisfactory
Thiruvananthapuram,2017-09-21,11.33,31.36,4.24,,0.93,4.72,7.66,55.0,Satisfactory
Thiruvananthapuram,2017-09-22,17.54,44.17,5.36,,0.97,4.32,7.74,56.0,Satisfactory
Thiruvananthapuram,2017-09-23,21.19,48.97,4.67,,0.93,4.32,7.62,57.0,Satisfactory
Thiruvananthapuram,2017-09-24,19.5,44.41,4.39,,0.91,3.99,7.57,55.0,Satisfactory
Thiruvananthapuram,2017-09-25,27.77,52.61,5.39,,1.08,3.72,7.65,61.0,Satisfactory
Thiruvananthapuram,2017-09-26,19.74,45.45,6.33,2.97,1.03,3.44,7.67,63.0,Satisfactory
Thiruvananthapuram,2017-09-27,14.03,29.29,5.17,2.85,0.97,3.44,7.71,57.0,Satisfactory
Thiruvananthapuram,2017-09-28,12.72,24.1,6.06,2.5,1.13,2.91,7.53,61.0,Satisfactory
Thiruvananthapuram,2017-09-29,11.84,29.61,4.98,2.39,0.97,4.15,7.62,69.0,Satisfactory
Thiruvananthapuram,2017-09-30,10.28,24.03,3.89,2.22,0.97,3.74,7.57,57.0,Satisfactory
Thiruvananthapuram,2017-10-01,6.15,13.37,1.0,2.22,0.23,1.86,4.38,36.0,Good
Thiruvananthapuram,2017-10-02,3.88,10.5,0.48,2.23,0.16,3.49,4.3,10.0,Good
Thiruvananthapuram,2017-10-03,7.71,17.57,0.83,2.5,0.16,2.07,3.61,18.0,Good
Thiruvananthapuram,2017-10-04,12.07,22.0,0.97,2.84,0.18,2.11,3.93,22.0,Good
Thiruvananthapuram,2017-10-05,18.07,30.71,1.18,3.13,0.19,2.21,4.83,31.0,Good
Thiruvananthapuram,2017-10-06,7.5,13.0,0.68,2.73,0.14,2.17,3.99,13.0,Good
Thiruvananthapuram,2017-10-07,10.41,19.95,1.56,2.65,0.25,2.15,4.13,20.0,Good
Thiruvananthapuram,2017-10-08,18.35,33.45,0.99,3.06,0.19,2.16,3.82,33.0,Good
Thiruvananthapuram,2017-10-09,19.75,42.21,1.8,3.15,0.3,2.24,4.44,42.0,Good
Thiruvananthapuram,2017-10-19,17.04,32.08,2.91,2.34,0.45,4.38,7.07,32.0,Good
Thiruvananthapuram,2017-10-20,11.5,16.0,0.1,2.35,0.02,2.6,3.83,19.0,Good
Thiruvananthapuram,2017-10-21,7.5,24.75,0.6,2.77,0.12,1.51,6.51,25.0,Good
Thiruvananthapuram,2017-10-23,39.6,68.55,1.41,4.33,0.2,2.53,5.95,69.0,Satisfactory
Thiruvananthapuram,2017-10-24,30.0,43.5,0.1,4.13,0.02,2.35,3.85,50.0,Good
Thiruvananthapuram,2017-10-27,23.0,32.5,0.13,4.74,0.03,2.1,3.75,38.0,Good
Thiruvananthapuram,2017-10-31,26.32,36.52,5.92,4.06,1.15,3.77,7.6,72.0,Satisfactory
Thiruvananthapuram,2017-11-01,24.01,37.06,5.43,4.15,1.06,2.76,7.71,67.0,Satisfactory
Thiruvananthapuram,2017-11-02,22.38,35.06,6.32,4.36,1.12,4.25,7.77,65.0,Satisfactory
Thiruvananthapuram,2017-11-03,25.48,40.5,7.04,4.86,1.18,3.45,7.77,69.0,Satisfactory
Thiruvananthapuram,2017-11-04,30.17,45.71,6.78,4.21,1.31,4.07,7.76,77.0,Satisfactory
Thiruvananthapuram,2017-11-05,19.39,24.78,5.13,4.03,1.05,4.12,7.69,67.0,Satisfactory
Thiruvananthapuram,2017-11-06,26.15,41.97,7.88,4.04,1.24,3.64,7.7,76.0,Satisfactory
Thiruvananthapuram,2017-11-07,19.07,29.74,7.73,4.0,1.11,4.55,7.74,70.0,Satisfactory
Thiruvananthapuram,2017-11-08,13.15,28.67,9.29,4.06,1.27,5.68,7.82,83.0,Satisfactory
Thiruvananthapuram,2017-11-09,16.32,27.27,7.43,4.03,1.11,3.63,7.76,64.0,Satisfactory
Thiruvananthapuram,2017-11-10,29.27,45.25,8.01,3.8,1.27,3.75,7.77,86.0,Satisfactory
Thiruvananthapuram,2017-11-11,30.27,46.57,6.76,4.18,1.16,5.03,7.72,74.0,Satisfactory
Thiruvananthapuram,2017-11-12,42.35,59.01,7.04,6.27,1.25,3.97,7.66,72.0,Satisfactory
Thiruvananthapuram,2017-11-13,62.55,86.2,9.57,5.93,1.45,4.82,7.84,102.0,Moderate
Thiruvananthapuram,2017-11-14,53.64,76.8,9.06,6.2,1.21,5.2,7.77,100.0,Satisfactory
Thiruvananthapuram,2017-11-15,57.66,78.67,8.28,6.47,1.23,3.92,7.83,97.0,Satisfactory
Thiruvananthapuram,2017-11-16,49.5,69.39,9.24,4.84,1.23,4.87,7.81,91.0,Satisfactory
Thiruvananthapuram,2017-11-17,59.27,83.82,8.57,4.17,1.25,6.18,7.73,99.0,Satisfactory
Thiruvananthapuram,2017-11-18,61.57,80.76,7.32,3.82,1.33,3.6,7.65,114.0,Moderate
Thiruvananthapuram,2017-11-19,39.43,59.98,5.33,3.68,1.13,3.1,7.67,81.0,Satisfactory
Thiruvananthapuram,2017-11-20,27.4,48.04,6.73,4.08,1.16,4.69,7.82,69.0,Satisfactory
Thiruvananthapuram,2017-11-21,17.99,31.01,6.92,5.17,1.08,4.99,7.75,63.0,Satisfactory
Thiruvananthapuram,2017-11-22,27.16,42.44,7.9,4.46,1.28,3.12,7.81,80.0,Satisfactory
Thiruvananthapuram,2017-11-23,40.15,61.21,8.42,4.85,1.31,5.1,7.76,91.0,Satisfactory
Thiruvananthapuram,2017-11-24,62.96,89.2,8.4,5.1,1.28,4.89,7.84,87.0,Satisfactory
Thiruvananthapuram,2017-11-25,93.79,126.78,10.9,5.07,1.61,4.79,7.79,162.0,Moderate
Thiruvananthapuram,2017-11-26,80.06,102.32,7.43,5.5,1.33,3.84,7.78,230.0,Poor
Thiruvananthapuram,2017-11-27,36.21,49.07,8.96,5.43,1.33,4.65,7.8,103.0,Moderate
Thiruvananthapuram,2017-11-28,32.04,48.66,8.6,4.63,1.43,3.41,7.76,83.0,Satisfactory
Thiruvananthapuram,2017-11-29,32.23,48.34,6.23,4.19,1.23,1.52,7.9,86.0,Satisfactory
Thiruvananthapuram,2017-11-30,4.23,11.05,3.79,4.77,0.97,3.02,7.97,58.0,Satisfactory
Thiruvananthapuram,2017-12-01,9.7,15.05,5.23,4.23,0.92,2.93,7.89,57.0,Satisfactory
Thiruvananthapuram,2017-12-02,8.62,29.16,5.93,3.99,1.08,4.19,7.88,60.0,Satisfactory
Thiruvananthapuram,2017-12-03,,41.84,6.47,3.64,1.22,3.92,7.84,76.0,Satisfactory
Thiruvananthapuram,2017-12-04,,53.82,5.83,3.81,1.26,4.96,7.76,86.0,Satisfactory
Thiruvananthapuram,2017-12-07,51.21,75.38,8.33,11.35,1.58,4.49,7.88,85.0,Satisfactory
Thiruvananthapuram,2017-12-08,44.97,61.09,4.38,11.16,1.31,1.45,7.82,84.0,Satisfactory
Thiruvananthapuram,2017-12-09,33.94,49.68,4.48,12.28,1.21,4.71,8.03,68.0,Satisfactory
Thiruvananthapuram,2017-12-10,54.94,73.21,4.7,10.85,1.26,4.33,8.07,85.0,Satisfactory
Thiruvananthapuram,2017-12-11,68.46,101.59,4.77,8.9,1.31,3.96,8.27,105.0,Moderate
Thiruvananthapuram,2017-12-12,66.61,88.6,4.79,7.31,1.37,3.64,8.18,139.0,Moderate
Thiruvananthapuram,2017-12-13,40.99,58.23,4.97,7.4,1.3,3.43,7.63,83.0,Satisfactory
Thiruvananthapuram,2017-12-14,48.17,66.47,6.01,8.03,1.4,3.99,7.55,81.0,Satisfactory
Thiruvananthapuram,2017-12-15,68.66,88.53,5.85,8.01,1.59,5.33,7.55,124.0,Moderate
Thiruvananthapuram,2017-12-16,49.07,68.19,6.2,7.14,1.26,3.07,10.52,87.0,Satisfactory
Thiruvananthapuram,2017-12-17,52.59,69.96,5.38,6.56,1.23,3.38,7.27,94.0,Satisfactory
Thiruvananthapuram,2017-12-18,53.21,71.95,5.17,6.14,1.25,4.12,8.78,79.0,Satisfactory
Thiruvananthapuram,2017-12-19,47.43,71.07,4.64,6.16,1.3,4.54,22.21,125.0,Moderate
Thiruvananthapuram,2017-12-20,33.58,46.85,4.7,6.6,1.15,3.96,15.67,71.0,Satisfactory
Thiruvananthapuram,2017-12-21,39.14,56.57,4.16,6.23,1.27,5.13,21.79,78.0,Satisfactory
Thiruvananthapuram,2017-12-22,26.11,41.88,4.65,6.11,1.16,3.44,34.32,68.0,Satisfactory
Thiruvananthapuram,2017-12-23,40.41,59.38,3.93,5.83,1.31,4.1,34.25,76.0,Satisfactory
Thiruvananthapuram,2017-12-24,33.34,49.75,4.2,5.38,1.0,5.42,39.37,66.0,Satisfactory
Thiruvananthapuram,2017-12-25,47.76,64.2,3.95,5.05,1.07,3.39,37.88,76.0,Satisfactory
Thiruvananthapuram,2017-12-26,60.35,79.85,4.26,9.86,1.31,3.44,41.78,94.0,Satisfactory
Thiruvananthapuram,2017-12-27,64.68,86.73,6.49,10.06,1.38,3.89,41.2,103.0,Moderate
Thiruvananthapuram,2017-12-28,72.44,98.85,6.41,9.19,1.36,3.89,39.1,129.0,Moderate
Thiruvananthapuram,2017-12-29,61.44,85.7,7.53,9.12,1.2,3.38,29.28,112.0,Moderate
Thiruvananthapuram,2017-12-30,73.02,100.61,7.23,10.6,1.42,4.14,41.68,145.0,Moderate
Thiruvananthapuram,2017-12-31,59.05,80.02,5.08,9.57,1.19,4.32,42.77,118.0,Moderate
Thiruvananthapuram,2018-01-01,64.62,88.43,6.13,8.34,1.28,3.51,46.69,106.0,Moderate
Thiruvananthapuram,2018-01-02,64.43,88.75,5.59,9.27,1.32,3.29,44.93,119.0,Moderate
Thiruvananthapuram,2018-01-03,57.45,78.75,7.11,11.36,1.36,6.04,67.08,99.0,Satisfactory
Thiruvananthapuram,2018-01-04,67.0,90.64,10.52,9.93,1.4,5.21,48.75,106.0,Moderate
Thiruvananthapuram,2018-01-05,76.69,118.0,9.62,11.15,1.32,7.36,46.77,145.0,Moderate
Thiruvananthapuram,2018-01-06,83.73,117.45,10.12,11.25,1.32,8.37,63.19,155.0,Moderate
Thiruvananthapuram,2018-01-07,78.68,101.17,6.9,10.54,1.27,6.67,59.76,186.0,Moderate
Thiruvananthapuram,2018-01-08,69.38,95.2,10.93,10.15,1.69,6.81,55.21,127.0,Moderate
Thiruvananthapuram,2018-01-09,83.7,115.88,11.15,11.01,1.55,6.16,40.89,137.0,Moderate
Thiruvananthapuram,2018-01-10,81.02,109.22,9.77,10.88,1.58,7.43,35.72,169.0,Moderate
Thiruvananthapuram,2018-01-11,51.42,71.31,9.68,7.89,1.57,5.36,39.0,123.0,Moderate
Thiruvananthapuram,2018-01-12,53.08,71.91,9.51,7.09,1.59,4.72,69.77,157.0,Moderate
Thiruvananthapuram,2018-01-13,47.04,67.32,9.35,7.43,1.58,5.48,35.78,127.0,Moderate
Thiruvananthapuram,2018-01-14,38.06,53.93,7.08,6.23,1.25,4.52,56.36,120.0,Moderate
Thiruvananthapuram,2018-01-15,50.17,72.73,9.49,6.37,1.58,6.34,49.1,162.0,Moderate
Thiruvananthapuram,2018-01-16,72.69,95.26,10.75,6.73,1.54,5.81,17.45,108.0,Moderate
Thiruvananthapuram,2018-01-17,80.8,109.18,10.02,7.53,1.6,7.96,85.18,182.0,Moderate
Thiruvananthapuram,2018-01-18,72.59,102.56,8.88,9.28,1.56,5.14,71.98,163.0,Moderate
Thiruvananthapuram,2018-01-19,67.73,98.15,10.15,9.1,1.4,8.08,55.7,120.0,Moderate
Thiruvananthapuram,2018-01-20,81.25,115.98,11.55,9.12,1.47,8.59,71.96,125.0,Moderate
Thiruvananthapuram,2018-01-21,88.14,118.82,8.2,10.24,1.48,7.23,83.6,204.0,Poor
Thiruvananthapuram,2018-01-22,83.84,115.3,10.76,9.42,1.8,5.24,82.67,183.0,Moderate
Thiruvananthapuram,2018-01-23,84.45,120.64,9.58,8.35,1.68,6.63,72.01,183.0,Moderate
Thiruvananthapuram,2018-01-24,79.84,112.83,8.48,9.33,1.17,5.65,61.27,170.0,Moderate
Thiruvananthapuram,2018-01-25,57.42,84.26,7.51,7.65,0.91,5.66,33.61,132.0,Moderate
Thiruvananthapuram,2018-01-26,55.36,89.49,8.92,6.62,0.89,7.52,32.93,92.0,Satisfactory
Thiruvananthapuram,2018-01-27,61.78,99.88,7.61,7.78,0.88,9.01,49.57,99.0,Satisfactory
Thiruvananthapuram,2018-01-28,49.7,71.88,8.7,6.94,0.92,6.7,35.46,93.0,Satisfactory
Thiruvananthapuram,2018-01-29,70.43,99.08,10.13,5.49,1.18,6.18,50.39,112.0,Moderate
Thiruvananthapuram,2018-01-30,68.26,96.6,7.84,6.18,0.92,4.95,52.8,121.0,Moderate
Thiruvananthapuram,2018-01-31,65.86,107.96,8.93,5.91,1.16,7.95,63.42,130.0,Moderate
Thiruvananthapuram,2018-02-01,75.74,114.76,6.26,5.89,1.14,5.4,51.89,144.0,Moderate
Thiruvananthapuram,2018-02-02,64.95,102.16,5.83,3.97,1.06,6.28,62.62,132.0,Moderate
Thiruvananthapuram,2018-02-03,54.76,96.7,10.17,8.29,0.96,8.15,68.96,124.0,Moderate
Thiruvananthapuram,2018-02-04,56.47,95.27,7.77,7.38,0.9,7.65,73.09,111.0,Moderate
Thiruvananthapuram,2018-02-05,55.14,93.88,7.76,6.82,0.94,7.87,61.4,100.0,Satisfactory
Thiruvananthapuram,2018-02-06,52.43,89.88,7.45,5.81,0.91,7.27,52.53,96.0,Satisfactory
Thiruvananthapuram,2018-02-07,41.4,71.72,7.41,4.84,0.94,4.22,47.85,80.0,Satisfactory
Thiruvananthapuram,2018-02-08,30.24,47.29,9.07,4.22,0.89,5.42,36.32,66.0,Satisfactory
Thiruvananthapuram,2018-02-09,42.41,63.08,9.72,4.92,0.95,6.25,51.88,80.0,Satisfactory
Thiruvananthapuram,2018-02-10,42.91,65.34,7.92,5.96,0.95,3.92,45.62,71.0,Satisfactory
Thiruvananthapuram,2018-02-11,41.06,70.25,12.65,5.38,0.88,4.78,38.89,72.0,Satisfactory
Thiruvananthapuram,2018-02-12,45.67,77.5,11.58,5.45,1.05,27.65,46.7,78.0,Satisfactory
Thiruvananthapuram,2018-02-13,55.79,86.42,11.81,8.94,0.94,6.77,48.7,92.0,Satisfactory
Thiruvananthapuram,2018-02-14,62.38,95.91,11.2,8.47,0.93,6.77,50.03,94.0,Satisfactory
Thiruvananthapuram,2018-02-15,41.22,84.58,12.31,7.17,1.08,5.26,49.33,99.0,Satisfactory
Thiruvananthapuram,2018-02-16,45.86,72.11,12.37,6.63,1.04,4.7,54.5,82.0,Satisfactory
Thiruvananthapuram,2018-02-17,52.27,82.45,11.31,6.34,1.14,7.58,56.25,88.0,Satisfactory
Thiruvananthapuram,2018-02-18,54.22,82.58,9.13,6.59,0.91,7.27,68.39,105.0,Moderate
Thiruvananthapuram,2018-02-19,60.38,93.06,11.44,7.78,1.03,7.37,68.23,107.0,Moderate
Thiruvananthapuram,2018-02-20,58.11,89.44,11.74,7.37,1.09,7.71,61.85,105.0,Moderate
Thiruvananthapuram,2018-02-21,62.07,101.58,12.2,7.39,1.07,6.9,55.37,112.0,Moderate
Thiruvananthapuram,2018-02-22,47.75,89.49,10.8,7.27,0.88,9.69,63.23,96.0,Satisfactory
Thiruvananthapuram,2018-02-23,41.55,90.78,12.02,6.86,0.98,8.05,55.44,94.0,Satisfactory
Thiruvananthapuram,2018-02-24,51.15,90.74,11.06,8.57,1.02,8.96,55.15,93.0,Satisfactory
Thiruvananthapuram,2018-02-26,25.23,59.71,9.58,8.06,1.04,8.59,55.48,60.0,Satisfactory
Thiruvananthapuram,2018-02-27,36.46,72.7,9.49,7.58,0.87,7.94,45.0,77.0,Satisfactory
Thiruvananthapuram,2018-02-28,30.47,63.66,10.1,6.49,0.9,8.48,49.22,78.0,Satisfactory
Thiruvananthapuram,2018-03-01,27.73,68.91,9.56,6.34,1.02,6.84,40.94,70.0,Satisfactory
Thiruvananthapuram,2018-03-02,36.2,69.71,8.43,5.54,1.06,7.48,44.56,79.0,Satisfactory
Thiruvananthapuram,2018-03-03,39.89,72.3,8.42,5.51,0.96,10.33,55.98,85.0,Satisfactory
Thiruvananthapuram,2018-03-04,57.24,92.26,8.38,6.03,0.96,8.62,62.81,98.0,Satisfactory
Thiruvananthapuram,2018-03-05,46.58,94.17,8.7,7.11,1.05,8.75,53.78,95.0,Satisfactory
Thiruvananthapuram,2018-03-06,56.15,95.3,8.35,6.97,1.05,7.85,50.74,94.0,Satisfactory
Thiruvananthapuram,2018-03-07,57.18,91.27,9.23,6.99,1.08,7.87,51.6,97.0,Satisfactory
Thiruvananthapuram,2018-03-08,52.59,91.55,9.61,5.51,1.12,5.89,47.42,90.0,Satisfactory
Thiruvananthapuram,2018-03-09,56.09,90.79,7.44,6.04,1.1,8.26,51.29,91.0,Satisfactory
Thiruvananthapuram,2018-03-10,52.85,89.77,9.29,5.68,1.04,9.76,59.25,92.0,Satisfactory
Thiruvananthapuram,2018-03-11,60.8,95.27,10.29,5.21,0.98,14.94,77.58,112.0,Moderate
Thiruvananthapuram,2018-03-12,44.16,74.65,9.79,4.27,1.18,10.69,41.66,95.0,Satisfactory
Thiruvananthapuram,2018-03-13,25.16,41.85,9.43,3.63,1.22,4.27,27.62,89.0,Satisfactory
Thiruvananthapuram,2018-03-14,18.74,36.01,7.47,4.69,0.94,5.86,29.59,69.0,Satisfactory
Thiruvananthapuram,2018-03-15,13.15,27.9,5.92,4.97,0.76,4.85,29.45,55.0,Satisfactory
Thiruvananthapuram,2018-03-16,17.31,32.91,5.45,5.47,1.0,4.3,28.14,60.0,Satisfactory
Thiruvananthapuram,2018-03-17,20.51,38.78,7.5,5.31,0.87,5.38,33.22,62.0,Satisfactory
Thiruvananthapuram,2018-03-18,27.78,45.87,8.61,3.66,1.0,4.79,33.06,65.0,Satisfactory
