City,Date,PM2.5,PM10,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Talcher,2018-06-07,59.3,113.1,0.0,,1.91,63.75,,107.0,Moderate
Talcher,2018-06-18,31.44,285.1,0.0,,2.19,46.42,,235.0,Poor
Talcher,2018-06-19,23.77,202.62,0.0,,2.16,47.32,,200.0,Moderate
Talcher,2018-06-20,29.49,194.29,0.0,,2.19,46.54,,166.0,Moderate
Talcher,2018-06-21,44.47,171.72,0.0,,2.37,51.21,,155.0,Moderate
Talcher,2018-06-22,31.75,151.44,0.0,,2.45,60.17,,131.0,Moderate
Talcher,2018-06-23,18.9,108.97,0.0,,2.1,50.77,,124.0,Moderate
Talcher,2018-06-24,24.69,124.5,0.0,,2.07,43.87,,110.0,Moderate
Talcher,2018-06-25,26.57,120.71,0.0,,2.15,42.45,,116.0,Moderate
Talcher,2018-06-26,36.11,142.65,0.0,,2.27,43.27,,113.0,Moderate
Talcher,2018-06-27,25.06,80.14,0.0,,2.25,44.6,,119.0,Moderate
Talcher,2018-06-28,14.66,53.63,10.78,18.83,2.0,42.17,15.95,102.0,Moderate
Talcher,2018-06-29,22.15,87.77,33.26,19.61,2.14,39.94,16.64,103.0,Moderate
Talcher,2018-06-30,26.38,127.81,36.51,20.82,2.41,45.46,19.4,115.0,Moderate
Talcher,2018-07-01,24.39,124.45,28.65,20.28,2.16,43.89,20.54,121.0,Moderate
Talcher,2018-07-02,21.0,104.21,27.72,22.07,2.38,51.82,20.75,111.0,Moderate
Talcher,2018-07-03,19.47,122.99,25.68,21.53,2.27,47.43,18.66,105.0,Moderate
Talcher,2018-07-04,29.32,172.0,36.31,22.35,2.41,56.17,19.5,134.0,Moderate
Talcher,2018-07-05,23.7,155.58,35.92,21.86,2.3,53.27,19.05,144.0,Moderate
Talcher,2018-07-06,26.47,145.76,38.02,21.4,2.29,53.25,20.95,138.0,Moderate
Talcher,2018-07-07,23.59,139.36,27.07,19.92,2.27,51.4,20.51,128.0,Moderate
Talcher,2018-07-08,23.54,105.13,22.04,19.74,2.32,53.9,21.47,113.0,Moderate
Talcher,2018-07-09,13.64,57.78,15.4,19.25,2.06,43.46,22.09,102.0,Moderate
Talcher,2018-07-10,16.27,87.85,21.05,19.34,2.15,37.22,20.85,102.0,Moderate
Talcher,2018-07-11,24.07,115.13,27.21,20.04,2.39,43.62,19.41,108.0,Moderate
Talcher,2018-07-12,17.92,64.18,23.18,20.19,2.44,48.48,19.79,108.0,Moderate
Talcher,2018-07-13,15.79,79.97,21.98,20.68,2.41,53.46,20.85,108.0,Moderate
Talcher,2018-07-14,17.77,60.31,19.31,19.71,2.49,53.34,20.47,107.0,Moderate
Talcher,2018-07-15,12.41,46.25,34.8,26.69,2.45,58.6,18.73,109.0,Moderate
Talcher,2018-07-16,13.96,35.86,23.14,19.34,2.43,57.85,18.66,106.0,Moderate
Talcher,2018-07-17,13.74,30.83,47.86,27.14,2.29,53.82,15.93,105.0,Moderate
Talcher,2018-07-18,23.6,120.81,35.09,20.88,2.58,53.43,19.35,111.0,Moderate
Talcher,2018-07-19,21.58,96.68,27.34,21.37,2.51,62.82,19.69,122.0,Moderate
Talcher,2018-07-20,25.77,83.04,25.24,21.2,2.62,70.78,20.8,110.0,Moderate
Talcher,2018-07-21,11.15,27.71,15.69,20.38,2.29,70.25,20.57,106.0,Moderate
Talcher,2018-07-22,10.71,23.13,16.87,20.04,2.27,54.34,18.74,104.0,Moderate
Talcher,2018-07-23,19.74,89.81,30.82,21.58,2.44,52.31,17.53,108.0,Moderate
Talcher,2018-07-24,26.77,161.69,42.21,23.82,2.64,56.76,18.28,130.0,Moderate
Talcher,2018-07-25,27.24,140.86,24.65,22.39,1.49,58.71,17.5,136.0,Moderate
Talcher,2018-08-13,15.99,,37.4,23.7,2.66,7.1,26.34,108.0,Moderate
Talcher,2018-08-14,17.98,,25.84,21.87,2.68,5.44,21.32,111.0,Moderate
Talcher,2018-08-15,14.65,,15.2,21.1,2.64,2.64,21.9,113.0,Moderate
Talcher,2018-08-16,38.91,,13.15,20.57,2.3,0.56,22.04,104.0,Moderate
Talcher,2018-08-17,7.17,,6.45,20.36,2.28,,19.98,97.0,Satisfactory
Talcher,2018-08-20,23.22,22.48,21.69,22.13,2.53,19.91,22.7,107.0,Moderate
Talcher,2018-08-21,29.66,29.17,25.27,21.88,2.64,19.29,24.1,111.0,Moderate
Talcher,2018-08-22,22.35,11.09,25.84,23.11,2.62,18.48,22.24,110.0,Moderate
Talcher,2018-08-23,28.73,18.31,25.99,21.5,2.59,17.81,23.82,108.0,Moderate
Talcher,2018-08-28,10.04,16.04,23.58,19.0,2.65,15.2,25.3,108.0,Moderate
Talcher,2018-08-30,35.68,100.35,43.58,20.82,2.83,14.53,23.4,110.0,Moderate
Talcher,2018-08-31,11.4,34.2,37.83,23.39,2.72,14.96,19.58,109.0,Moderate
Talcher,2018-09-20,,0.01,,31.24,,6.51,11.58,12.0,Good
Talcher,2018-09-21,,0.02,,42.82,,3.15,20.0,20.0,Good
Talcher,2018-09-22,,0.04,,31.5,,0.87,12.6,14.0,Good
Talcher,2018-09-23,,0.06,,27.98,,0.26,12.29,15.0,Good
Talcher,2018-09-24,,0.13,,27.52,,1.51,12.42,15.0,Good
Talcher,2018-09-25,,0.14,,24.65,,0.89,13.33,16.0,Good
Talcher,2018-09-26,,0.16,,24.28,,2.24,12.83,16.0,Good
Talcher,2018-09-27,,0.14,,26.21,,3.36,14.33,23.0,Good
Talcher,2018-09-28,,0.24,,23.53,,3.43,14.23,17.0,Good
Talcher,2018-09-29,,0.21,,22.65,,1.99,15.47,20.0,Good
Talcher,2018-09-30,,0.17,,23.75,,3.09,14.37,17.0,Good
Talcher,2018-10-11,,0.04,,24.41,,10.55,13.6,14.0,Good
Talcher,2018-10-12,,0.03,,21.43,,0.04,14.84,17.0,Good
Talcher,2018-10-13,,0.07,,23.46,,3.53,10.33,13.0,Good
Talcher,2018-10-14,,0.13,,24.71,,5.78,11.82,15.0,Good
Talcher,2018-10-15,,0.17,,25.81,,17.31,11.27,16.0,Good
Talcher,2018-10-16,79.71,0.22,146.19,26.32,3.08,12.57,12.18,46.0,Good
Talcher,2018-10-17,14.62,0.19,74.17,25.23,2.41,9.4,12.52,118.0,Moderate
Talcher,2018-10-18,23.56,0.18,109.46,27.34,2.67,8.77,10.93,117.0,Moderate
Talcher,2018-10-19,58.85,0.24,82.97,24.7,2.9,16.61,13.02,119.0,Moderate
Talcher,2018-10-20,58.15,0.26,83.31,24.19,2.54,16.59,13.16,116.0,Moderate
Talcher,2018-10-21,58.19,0.26,88.74,24.31,2.44,10.61,14.24,111.0,Moderate
Talcher,2018-10-22,63.74,0.2,96.36,25.14,2.78,22.49,13.38,127.0,Moderate
Talcher,2018-10-23,66.55,0.23,49.57,23.13,2.58,21.46,16.15,123.0,Moderate
Talcher,2018-10-24,47.45,0.21,66.47,23.62,2.36,19.32,12.59,109.0,Moderate
Talcher,2018-10-25,61.37,0.29,101.92,25.15,2.65,22.2,10.96,113.0,Moderate
Talcher,2018-10-26,60.29,0.28,121.28,25.46,2.74,24.99,9.43,148.0,Moderate
Talcher,2018-10-27,64.91,0.27,104.39,27.7,2.97,21.9,10.75,135.0,Moderate
Talcher,2018-10-28,48.84,0.19,70.86,26.93,2.5,15.37,11.07,112.0,Moderate
Talcher,2018-10-29,31.23,28.73,44.87,26.18,2.27,10.09,13.2,107.0,Moderate
Talcher,2018-10-30,25.79,104.81,42.32,24.32,2.26,8.07,11.82,107.0,Moderate
Talcher,2018-10-31,31.74,121.87,68.67,25.52,2.54,9.88,11.67,115.0,Moderate
Talcher,2018-11-01,27.15,88.97,54.07,24.02,2.48,10.22,13.73,113.0,Moderate
Talcher,2018-11-02,37.81,138.32,51.36,25.01,2.44,10.78,13.44,112.0,Moderate
Talcher,2018-11-03,59.16,208.18,76.84,25.22,2.69,23.79,13.06,150.0,Moderate
Talcher,2018-11-04,48.12,165.82,58.46,24.16,2.5,18.34,13.56,146.0,Moderate
Talcher,2018-11-05,83.49,275.65,99.46,25.23,3.06,25.67,14.32,192.0,Moderate
Talcher,2018-11-06,85.22,268.83,172.36,48.64,3.25,24.95,12.27,246.0,Poor
Talcher,2018-11-07,62.29,205.0,95.21,28.97,2.65,18.18,12.73,185.0,Moderate
Talcher,2018-11-08,58.04,205.76,52.87,24.17,2.41,17.89,12.88,167.0,Moderate
Talcher,2018-11-09,77.03,289.01,44.66,20.63,1.53,42.91,10.34,181.0,Moderate
Talcher,2018-11-10,94.21,362.21,13.19,5.99,0.0,35.87,12.94,280.0,Poor
Talcher,2018-11-11,88.86,338.63,13.33,6.0,0.0,27.64,13.05,336.0,Very Poor
Talcher,2018-11-12,83.94,298.36,16.96,6.36,0.43,24.15,13.56,271.0,Poor
Talcher,2018-11-13,89.94,341.24,17.61,6.49,1.42,18.36,14.99,255.0,Poor
Talcher,2018-11-14,89.14,345.01,18.1,6.55,1.9,19.73,13.65,315.0,Very Poor
Talcher,2018-11-15,97.94,409.14,16.79,6.39,1.08,23.78,14.22,311.0,Very Poor
Talcher,2018-11-16,95.01,444.69,22.59,6.77,0.01,22.89,10.33,404.0,Severe
Talcher,2018-11-17,80.16,345.27,23.7,6.86,0.02,19.06,9.75,367.0,Very Poor
Talcher,2018-11-18,71.14,290.4,37.14,13.68,0.04,20.63,7.13,314.0,Very Poor
Talcher,2018-11-19,83.12,355.22,13.11,5.97,0.81,19.32,12.13,193.0,Moderate
Talcher,2018-11-20,107.97,474.87,19.57,6.71,2.08,19.59,9.93,408.0,Severe
Talcher,2018-11-21,93.4,429.05,20.86,6.82,1.88,23.58,10.9,431.0,Severe
Talcher,2018-11-22,85.04,420.2,21.96,6.93,1.62,31.4,11.35,396.0,Very Poor
Talcher,2018-11-23,81.8,466.19,19.92,6.75,1.78,28.1,9.04,422.0,Severe
Talcher,2018-11-24,66.17,354.59,20.83,6.83,1.16,30.04,8.78,360.0,Very Poor
Talcher,2018-11-25,66.46,368.49,22.18,6.96,1.21,30.7,7.11,330.0,Very Poor
Talcher,2018-11-26,86.22,477.66,22.3,6.98,1.5,32.57,7.67,386.0,Very Poor
Talcher,2018-11-27,110.22,528.3,21.42,6.88,1.92,26.37,8.15,525.0,Severe
Talcher,2018-11-28,110.75,494.5,37.78,9.96,2.96,26.82,6.4,489.0,Severe
Talcher,2018-11-29,95.3,440.33,22.04,6.94,2.22,29.56,8.46,356.0,Very Poor
Talcher,2018-11-30,100.66,507.65,22.4,6.98,2.08,28.86,8.24,509.0,Severe
Talcher,2018-12-01,88.36,451.12,22.83,7.02,1.84,25.13,8.19,428.0,Severe
Talcher,2018-12-02,100.93,456.56,23.45,7.09,1.86,18.29,8.62,434.0,Severe
Talcher,2018-12-03,109.94,423.46,27.97,8.39,2.37,18.03,8.02,434.0,Severe
Talcher,2018-12-04,114.58,340.97,25.74,9.16,2.25,16.33,7.74,342.0,Very Poor
Talcher,2018-12-05,119.7,346.87,25.82,7.32,2.68,27.2,8.15,284.0,Poor
Talcher,2018-12-06,106.01,299.94,26.72,7.42,2.34,19.55,8.72,286.0,Poor
Talcher,2018-12-07,101.5,308.53,27.38,7.47,2.47,19.01,7.6,261.0,Poor
Talcher,2018-12-08,94.41,239.24,37.14,13.25,2.58,21.66,6.64,241.0,Poor
Talcher,2018-12-09,115.23,306.3,22.75,7.02,2.28,19.83,7.17,230.0,Poor
Talcher,2018-12-10,99.88,280.93,21.71,6.89,2.17,17.16,6.08,291.0,Poor
Talcher,2018-12-11,92.54,282.66,21.65,6.89,1.87,14.11,5.94,212.0,Poor
Talcher,2018-12-12,110.56,301.76,22.29,6.94,2.87,16.98,8.1,266.0,Poor
Talcher,2018-12-13,112.0,319.79,21.79,6.91,2.9,16.37,7.77,261.0,Poor
Talcher,2018-12-14,89.1,227.65,21.56,6.88,2.54,13.65,9.12,269.0,Poor
Talcher,2018-12-15,77.51,225.23,22.16,6.94,2.4,12.7,6.36,183.0,Moderate
Talcher,2018-12-16,54.95,,22.82,7.0,2.03,10.72,5.61,100.0,Satisfactory
Talcher,2018-12-17,40.37,,21.11,6.84,1.87,8.63,6.1,94.0,Satisfactory
Talcher,2018-12-18,13.6,,21.99,6.93,1.8,8.81,6.77,90.0,Satisfactory
Talcher,2018-12-19,12.14,,22.6,6.99,1.97,7.99,6.81,98.0,Satisfactory
Talcher,2018-12-20,47.8,,22.52,6.97,2.54,10.19,5.94,107.0,Moderate
Talcher,2018-12-21,67.17,,22.88,7.01,2.64,12.53,6.11,124.0,Moderate
Talcher,2018-12-22,94.18,,23.81,7.09,3.06,15.19,5.19,214.0,Poor
Talcher,2018-12-23,157.16,,26.48,7.81,2.94,18.32,3.56,329.0,Very Poor
Talcher,2018-12-24,73.79,,17.26,6.4,3.04,16.3,4.84,146.0,Moderate
Talcher,2018-12-25,95.97,214.94,23.3,6.82,3.71,17.09,6.58,210.0,Poor
Talcher,2018-12-26,111.33,289.08,12.66,5.92,3.52,15.37,6.85,244.0,Poor
Talcher,2018-12-27,107.57,295.5,12.62,5.92,3.3,12.71,7.3,249.0,Poor
Talcher,2018-12-28,77.2,291.2,12.82,5.94,3.04,11.44,5.69,254.0,Poor
Talcher,2018-12-29,101.04,322.56,13.61,6.01,3.63,14.6,5.78,249.0,Poor
Talcher,2018-12-30,72.57,239.2,13.98,6.05,3.2,17.37,4.75,227.0,Poor
Talcher,2018-12-31,84.3,263.09,13.73,6.03,3.25,18.03,5.67,200.0,Moderate
Talcher,2019-01-01,109.37,316.19,13.03,5.96,3.73,24.76,9.42,252.0,Poor
Talcher,2019-01-02,164.15,379.95,13.42,6.0,4.74,36.42,10.82,304.0,Very Poor
Talcher,2019-01-03,144.06,392.33,13.86,6.04,4.25,32.94,10.61,353.0,Very Poor
Talcher,2019-01-04,149.95,391.11,15.1,6.18,4.07,32.26,8.41,359.0,Very Poor
Talcher,2019-01-05,141.72,364.26,15.39,6.22,4.07,32.54,7.78,336.0,Very Poor
Talcher,2019-01-06,151.23,388.52,15.81,6.26,4.16,33.8,6.71,344.0,Very Poor
Talcher,2019-01-07,136.62,405.86,16.8,6.36,4.23,34.22,6.64,346.0,Very Poor
Talcher,2019-01-08,94.54,248.18,17.43,6.42,3.33,22.56,7.05,307.0,Very Poor
Talcher,2019-01-09,105.66,272.38,17.25,6.39,3.55,22.34,6.15,221.0,Poor
Talcher,2019-01-10,122.14,366.32,15.27,6.19,3.51,27.72,5.99,285.0,Poor
Talcher,2019-01-11,117.54,284.65,13.95,6.06,2.66,,6.22,308.0,Very Poor
Talcher,2019-01-12,126.07,309.11,14.43,6.1,2.95,,6.74,305.0,Very Poor
Talcher,2019-01-13,148.86,331.98,14.79,6.14,3.43,,8.78,306.0,Very Poor
Talcher,2019-01-14,129.5,394.06,14.78,6.13,3.31,,8.79,322.0,Very Poor
Talcher,2019-01-15,102.03,387.57,15.34,6.19,2.29,21.12,5.73,359.0,Very Poor
Talcher,2019-01-16,115.57,385.7,9.54,5.88,1.77,30.61,16.34,360.0,Very Poor
Talcher,2019-01-17,131.89,327.92,26.48,7.17,1.79,40.84,37.78,341.0,Very Poor
Talcher,2019-01-18,102.06,481.81,20.62,6.79,2.09,28.25,11.4,465.0,Severe
Talcher,2019-01-19,104.12,375.0,20.72,6.81,2.2,30.04,12.35,336.0,Very Poor
Talcher,2019-01-20,113.96,439.84,21.77,6.91,2.47,30.65,12.79,367.0,Very Poor
Talcher,2019-01-21,99.88,424.28,22.54,6.98,2.34,31.05,10.45,456.0,Severe
Talcher,2019-01-22,81.01,291.71,22.83,7.03,1.81,28.6,6.54,292.0,Poor
Talcher,2019-01-23,66.58,242.91,23.53,7.08,1.7,21.85,5.78,220.0,Poor
Talcher,2019-01-24,66.31,198.55,34.79,8.09,1.56,20.34,3.53,176.0,Moderate
Talcher,2019-01-25,47.7,182.62,23.29,7.07,1.25,16.17,3.1,155.0,Moderate
Talcher,2019-01-26,58.67,217.45,23.38,7.08,1.6,13.8,5.66,175.0,Moderate
Talcher,2019-01-27,56.68,210.72,23.71,7.1,2.02,16.33,2.75,177.0,Moderate
Talcher,2019-01-28,55.87,240.84,23.64,7.11,1.93,16.4,2.79,164.0,Moderate
Talcher,2019-01-29,53.41,237.12,24.88,7.23,1.95,15.67,5.18,200.0,Moderate
Talcher,2019-01-30,78.87,339.23,24.03,7.14,2.53,23.48,9.33,230.0,Poor
Talcher,2019-01-31,95.67,362.96,25.24,7.26,3.05,27.86,10.52,326.0,Very Poor
Talcher,2019-02-01,102.53,356.48,24.94,9.09,2.94,27.38,8.94,301.0,Very Poor
Talcher,2019-02-02,99.74,421.57,24.82,7.23,3.25,28.85,10.57,370.0,Very Poor
Talcher,2019-02-03,101.98,444.2,26.11,7.36,3.22,30.3,9.33,397.0,Very Poor
Talcher,2019-02-04,82.05,386.16,26.83,7.42,2.87,24.02,10.03,386.0,Very Poor
Talcher,2019-02-05,96.65,482.14,27.3,7.47,3.35,28.02,9.83,418.0,Severe
Talcher,2019-02-06,88.48,444.48,27.05,7.44,2.81,19.88,8.99,439.0,Severe
Talcher,2019-02-07,83.85,370.72,26.37,7.39,2.59,17.27,6.5,404.0,Severe
Talcher,2019-02-08,60.24,291.43,25.61,7.31,1.84,10.2,4.44,233.0,Poor
Talcher,2019-02-09,51.07,256.14,27.68,7.52,2.0,10.26,5.03,248.0,Poor
Talcher,2019-02-10,61.86,320.44,28.18,7.57,2.36,14.28,8.25,211.0,Poor
Talcher,2019-02-11,63.48,330.54,28.62,7.61,2.2,11.08,9.31,278.0,Poor
