City,Date,PM2.5,PM10,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Shillong,2019-12-13,5.61,4.68,0.99,2.31,0.16,5.31,28.87,29.0,Good
Shillong,2019-12-14,6.6,5.96,0.88,2.12,0.18,5.09,27.36,27.0,Good
Shillong,2019-12-15,16.81,17.68,0.87,2.14,0.23,5.28,24.36,28.0,Good
Shillong,2019-12-16,7.87,12.72,0.83,1.94,0.22,4.82,26.97,27.0,Good
Shillong,2019-12-17,12.77,14.36,0.82,2.03,0.23,4.86,25.68,26.0,Good
Shillong,2019-12-18,13.79,24.44,0.89,2.1,0.17,4.92,25.76,26.0,Good
Shillong,2019-12-19,5.13,5.64,0.7,1.68,0.16,3.97,16.24,16.0,Good
Shillong,2019-12-20,4.97,6.56,0.72,1.71,0.2,4.07,19.45,19.0,Good
Shillong,2019-12-21,2.03,3.45,0.34,0.86,0.1,2.11,10.26,10.0,Good
Shillong,2019-12-22,4.09,2.17,0.31,0.85,0.1,2.09,9.72,10.0,Good
Shillong,2019-12-23,8.53,10.96,0.6,1.43,0.18,3.47,13.5,14.0,Good
Shillong,2019-12-24,20.9,24.28,0.96,2.31,0.25,5.67,22.77,35.0,Good
Shillong,2019-12-25,24.42,36.78,1.26,2.97,0.26,7.32,35.8,41.0,Good
Shillong,2019-12-26,12.52,12.57,0.91,2.15,0.17,5.23,35.34,35.0,Good
Shillong,2019-12-27,9.52,,0.95,2.32,0.19,5.67,33.71,34.0,Good
Shillong,2019-12-28,12.2,,0.98,2.42,0.17,5.93,31.5,32.0,Good
Shillong,2019-12-29,8.77,,0.97,2.32,0.16,5.74,34.71,35.0,Good
Shillong,2019-12-30,2.06,,0.89,2.11,0.14,5.25,37.81,38.0,Good
Shillong,2019-12-31,6.7,1.06,0.96,2.27,0.17,5.88,37.16,37.0,Good
Shillong,2020-01-02,16.94,,1.1,2.6,0.33,6.75,29.45,29.0,Good
Shillong,2020-01-03,6.09,,1.0,2.31,0.25,5.81,35.99,36.0,Good
Shillong,2020-01-05,13.57,,1.07,2.4,0.17,6.15,49.78,50.0,Good
Shillong,2020-01-06,12.55,,0.98,2.16,0.28,5.17,27.36,27.0,Good
Shillong,2020-01-07,13.5,,0.94,2.22,0.3,5.48,26.58,27.0,Good
Shillong,2020-01-08,11.0,,0.46,1.88,0.12,4.93,19.06,19.0,Good
Shillong,2020-01-09,56.28,68.45,0.3,1.9,0.2,5.56,15.43,94.0,Satisfactory
Shillong,2020-01-10,35.29,51.1,1.05,2.5,0.67,6.85,29.17,59.0,Satisfactory
Shillong,2020-01-11,22.59,30.4,1.32,3.05,0.28,7.95,32.79,50.0,Good
Shillong,2020-01-12,17.46,24.25,1.11,2.5,0.2,6.64,28.35,38.0,Good
Shillong,2020-01-13,57.08,38.59,1.28,2.89,0.36,7.76,29.71,52.0,Satisfactory
Shillong,2020-01-14,35.92,48.29,1.21,2.79,0.47,7.73,25.08,60.0,Satisfactory
Shillong,2020-01-15,38.86,50.15,1.23,2.91,0.43,8.02,23.68,64.0,Satisfactory
Shillong,2020-01-16,22.65,31.34,0.7,2.34,0.22,6.48,26.21,55.0,Satisfactory
Shillong,2020-01-17,34.74,45.92,0.38,2.45,0.14,6.99,29.39,36.0,Good
Shillong,2020-01-18,33.34,45.46,1.05,2.47,0.25,7.36,47.44,69.0,Satisfactory
Shillong,2020-01-19,21.45,32.41,1.1,2.63,0.18,7.93,66.61,80.0,Satisfactory
Shillong,2020-01-20,29.71,39.33,1.13,2.65,0.22,7.82,63.05,88.0,Satisfactory
Shillong,2020-01-21,21.25,28.61,1.08,2.54,0.29,7.12,34.88,57.0,Satisfactory
Shillong,2020-01-22,20.72,23.23,1.05,2.44,0.22,6.9,42.67,54.0,Satisfactory
Shillong,2020-01-23,15.63,27.13,1.29,2.95,0.23,8.51,59.45,73.0,Satisfactory
Shillong,2020-01-24,35.99,49.54,1.24,2.96,0.53,8.38,43.53,78.0,Satisfactory
Shillong,2020-01-25,43.41,54.6,1.19,2.67,0.34,7.61,36.05,68.0,Satisfactory
Shillong,2020-01-26,44.81,55.75,1.21,2.68,0.33,7.66,39.22,74.0,Satisfactory
Shillong,2020-01-27,46.64,59.12,1.12,2.54,0.56,7.15,27.42,81.0,Satisfactory
Shillong,2020-01-28,64.17,79.29,1.04,2.43,0.63,7.0,18.39,86.0,Satisfactory
Shillong,2020-01-29,62.33,78.74,1.2,2.64,0.59,7.46,29.58,111.0,Moderate
Shillong,2020-01-30,42.77,57.84,1.09,2.48,0.33,7.37,45.61,96.0,Satisfactory
Shillong,2020-01-31,40.96,56.13,1.07,2.46,0.35,7.23,37.35,71.0,Satisfactory
Shillong,2020-02-01,47.55,62.01,1.08,2.53,0.27,7.6,39.34,78.0,Satisfactory
Shillong,2020-02-02,48.24,67.47,1.32,3.12,0.33,9.46,55.75,80.0,Satisfactory
Shillong,2020-02-03,60.08,84.81,1.37,3.25,0.55,10.06,48.78,86.0,Satisfactory
Shillong,2020-02-04,49.49,63.41,1.33,3.04,0.56,9.26,38.52,94.0,Satisfactory
Shillong,2020-02-05,54.66,73.95,1.51,3.33,0.53,10.3,55.25,90.0,Satisfactory
Shillong,2020-02-06,40.34,59.42,1.43,3.19,0.41,9.73,61.01,87.0,Satisfactory
Shillong,2020-02-07,58.11,83.5,1.41,3.25,0.57,10.34,55.06,93.0,Satisfactory
Shillong,2020-02-08,48.94,68.35,1.18,2.7,0.37,8.91,38.07,92.0,Satisfactory
Shillong,2020-02-09,25.93,34.99,1.22,2.95,0.26,9.69,43.66,62.0,Satisfactory
Shillong,2020-02-10,47.14,63.22,1.29,3.12,0.58,10.2,35.73,70.0,Satisfactory
Shillong,2020-02-11,42.01,58.81,1.18,2.94,0.56,9.85,36.5,76.0,Satisfactory
Shillong,2020-02-12,40.08,56.09,1.17,2.78,0.4,9.24,37.57,71.0,Satisfactory
Shillong,2020-02-13,49.07,66.7,1.07,2.46,0.52,7.98,34.74,77.0,Satisfactory
Shillong,2020-02-14,54.68,75.38,1.06,2.41,0.35,7.96,57.89,90.0,Satisfactory
Shillong,2020-02-15,81.36,108.46,1.1,2.52,0.37,8.15,65.99,143.0,Moderate
Shillong,2020-02-16,63.48,84.69,1.07,2.46,0.32,7.81,47.94,130.0,Moderate
Shillong,2020-02-17,77.93,102.18,1.16,2.71,0.49,8.87,36.94,140.0,Moderate
Shillong,2020-02-18,75.12,98.01,1.24,2.85,0.48,9.64,54.15,149.0,Moderate
Shillong,2020-02-19,92.18,120.62,1.19,2.86,0.59,9.91,33.69,182.0,Moderate
Shillong,2020-02-20,67.59,89.77,1.18,2.74,0.49,9.3,25.59,175.0,Moderate
Shillong,2020-02-21,58.97,79.1,1.17,2.73,0.33,9.3,51.83,120.0,Moderate
Shillong,2020-02-24,31.07,38.19,1.09,2.58,0.3,3.96,31.25,52.0,Satisfactory
Shillong,2020-02-25,25.11,31.22,1.12,2.61,0.34,3.23,28.84,49.0,Good
Shillong,2020-02-26,21.18,26.77,1.17,2.78,0.23,3.3,33.19,46.0,Good
Shillong,2020-02-27,17.87,27.19,1.2,2.81,0.35,3.25,33.5,60.0,Satisfactory
Shillong,2020-02-28,17.24,24.88,1.04,2.49,0.24,3.09,25.66,42.0,Good
Shillong,2020-02-29,18.63,26.41,1.14,2.72,0.22,3.66,39.09,51.0,Satisfactory
Shillong,2020-03-01,27.68,36.86,1.11,2.72,0.24,4.23,46.9,53.0,Satisfactory
Shillong,2020-03-02,35.37,48.33,1.15,2.7,0.31,4.21,43.83,60.0,Satisfactory
Shillong,2020-03-03,26.75,40.42,1.09,2.59,0.2,3.85,51.06,63.0,Satisfactory
Shillong,2020-03-04,32.17,53.68,1.15,2.71,0.23,3.85,48.89,64.0,Satisfactory
Shillong,2020-03-05,26.31,34.09,1.22,2.85,0.32,3.99,41.7,63.0,Satisfactory
Shillong,2020-03-06,27.32,36.11,1.21,2.86,0.25,4.09,52.14,64.0,Satisfactory
Shillong,2020-03-07,26.77,35.27,1.17,2.82,0.22,3.57,44.61,65.0,Satisfactory
Shillong,2020-03-08,20.66,35.48,1.22,2.98,0.17,3.94,60.41,73.0,Satisfactory
Shillong,2020-03-09,28.03,42.96,1.34,3.19,0.31,4.76,51.74,65.0,Satisfactory
Shillong,2020-03-10,39.77,59.85,1.31,3.2,0.29,5.22,54.05,71.0,Satisfactory
Shillong,2020-03-11,23.77,38.5,1.23,3.05,0.23,5.02,54.63,66.0,Satisfactory
Shillong,2020-03-12,29.84,47.21,0.97,2.42,0.22,4.93,44.23,56.0,Satisfactory
Shillong,2020-03-13,38.98,55.72,0.96,2.4,0.28,4.68,40.9,59.0,Satisfactory
Shillong,2020-03-14,53.61,75.81,1.02,2.72,0.32,5.3,49.53,86.0,Satisfactory
Shillong,2020-03-15,27.04,42.2,1.02,2.61,0.21,4.85,44.13,77.0,Satisfactory
Shillong,2020-03-16,23.18,42.06,1.04,2.57,0.21,5.4,36.23,65.0,Satisfactory
Shillong,2020-03-17,37.88,59.49,1.05,2.75,0.31,6.19,6.77,49.0,Good
Shillong,2020-03-18,44.98,72.82,1.1,2.77,0.31,6.61,27.41,73.0,Satisfactory
Shillong,2020-03-19,52.21,75.5,1.03,2.56,0.33,5.23,16.58,83.0,Satisfactory
Shillong,2020-03-20,50.46,75.63,1.16,2.86,0.33,6.69,20.88,86.0,Satisfactory
Shillong,2020-03-21,58.49,81.35,1.1,2.69,0.33,5.41,10.43,97.0,Satisfactory
Shillong,2020-03-22,21.25,31.3,1.03,2.5,0.21,4.43,15.74,62.0,Satisfactory
Shillong,2020-03-23,21.58,29.57,1.07,2.55,0.24,4.53,6.48,33.0,Good
Shillong,2020-03-24,30.19,39.11,1.15,2.75,0.22,5.24,1.73,44.0,Good
Shillong,2020-03-25,50.05,62.4,1.18,2.87,0.3,5.86,4.6,67.0,Satisfactory
Shillong,2020-03-26,44.29,55.51,1.09,2.74,0.28,5.86,9.19,72.0,Satisfactory
Shillong,2020-03-27,42.54,66.9,1.07,2.67,0.26,6.69,13.36,79.0,Satisfactory
Shillong,2020-03-28,33.4,60.85,0.99,2.53,0.19,6.37,11.65,72.0,Satisfactory
Shillong,2020-03-29,30.23,58.07,0.96,2.56,0.21,7.51,13.33,55.0,Satisfactory
Shillong,2020-03-30,53.16,89.47,0.98,2.58,0.35,9.03,12.08,64.0,Satisfactory
Shillong,2020-03-31,58.0,99.34,0.9,2.45,0.35,8.86,9.67,118.0,Moderate
Shillong,2020-04-01,46.79,81.02,1.0,2.64,0.3,8.82,22.65,93.0,Satisfactory
Shillong,2020-04-02,34.47,74.98,1.14,2.95,0.23,10.68,38.21,77.0,Satisfactory
Shillong,2020-04-03,34.03,65.56,1.14,3.01,0.21,9.04,25.1,74.0,Satisfactory
Shillong,2020-04-04,25.6,49.2,0.28,2.79,0.05,7.86,18.67,59.0,Satisfactory
Shillong,2020-04-30,9.92,13.98,0.35,1.86,0.07,4.22,1.03,17.0,Good
Shillong,2020-05-01,12.54,18.18,1.01,2.48,0.17,5.85,1.61,17.0,Good
Shillong,2020-05-02,13.9,18.23,1.12,2.71,0.16,6.65,0.9,24.0,Good
Shillong,2020-05-03,10.46,13.6,1.09,2.72,0.15,6.66,0.8,19.0,Good
Shillong,2020-05-04,13.97,18.44,1.11,2.73,0.2,6.95,0.11,20.0,Good
Shillong,2020-05-05,16.18,23.91,1.05,2.66,0.16,6.96,4.15,27.0,Good
Shillong,2020-05-06,12.39,16.49,1.07,2.71,0.18,7.0,9.44,22.0,Good
Shillong,2020-05-07,11.76,16.65,1.06,2.7,0.18,7.38,18.51,39.0,Good
Shillong,2020-05-08,15.92,24.05,1.05,2.78,0.16,8.29,24.17,56.0,Satisfactory
Shillong,2020-05-09,21.41,32.61,1.04,2.66,0.19,8.0,21.39,42.0,Good
Shillong,2020-05-10,23.75,34.49,1.06,2.82,0.19,8.27,21.21,57.0,Satisfactory
Shillong,2020-05-11,22.77,33.82,1.01,2.68,0.2,7.81,33.07,75.0,Satisfactory
Shillong,2020-05-12,21.75,30.97,1.02,2.84,0.2,8.55,12.28,37.0,Good
Shillong,2020-05-13,30.47,43.71,1.03,2.72,0.19,8.1,19.25,48.0,Good
Shillong,2020-05-14,21.18,31.19,0.85,2.21,0.15,6.56,11.21,41.0,Good
Shillong,2020-05-15,17.18,25.41,0.73,1.97,0.13,5.95,9.43,31.0,Good
Shillong,2020-05-16,14.34,23.35,0.67,1.78,0.11,5.39,11.43,25.0,Good
Shillong,2020-05-17,16.06,29.21,0.98,2.61,0.16,8.27,11.87,30.0,Good
Shillong,2020-05-18,24.24,45.38,0.99,2.64,0.19,8.8,27.29,52.0,Satisfactory
Shillong,2020-05-19,26.59,49.0,1.03,2.77,0.21,9.14,15.21,47.0,Good
Shillong,2020-05-20,17.42,26.03,1.06,2.71,0.19,8.35,9.25,40.0,Good
Shillong,2020-05-21,3.45,4.98,1.06,2.67,0.17,7.77,,17.0,Good
Shillong,2020-05-22,8.58,12.38,1.14,2.91,0.22,8.62,1.45,14.0,Good
Shillong,2020-05-23,24.57,40.46,1.04,2.8,0.19,8.76,14.18,28.0,Good
Shillong,2020-05-24,16.11,24.92,1.03,2.75,0.16,8.68,5.76,35.0,Good
Shillong,2020-05-25,11.5,19.73,1.06,2.83,0.14,8.54,8.87,24.0,Good
Shillong,2020-05-26,7.42,11.94,1.05,2.76,0.14,8.65,7.42,17.0,Good
Shillong,2020-05-27,8.61,13.44,1.04,2.74,0.16,8.37,19.84,35.0,Good
Shillong,2020-05-28,12.87,19.67,1.05,2.73,0.24,8.49,5.3,23.0,Good
Shillong,2020-05-29,11.74,15.88,1.09,2.88,0.18,8.98,3.65,21.0,Good
Shillong,2020-05-30,12.82,20.52,1.07,2.81,0.17,8.61,3.28,21.0,Good
Shillong,2020-05-31,12.93,20.92,1.14,2.94,0.17,9.09,6.03,22.0,Good
Shillong,2020-06-01,16.52,28.89,1.12,2.9,0.16,9.14,11.35,25.0,Good
Shillong,2020-06-02,19.38,31.27,1.06,2.81,0.15,9.47,16.35,29.0,Good
Shillong,2020-06-03,19.65,27.54,1.02,2.74,0.17,9.84,12.45,33.0,Good
Shillong,2020-06-04,20.5,28.99,1.07,2.84,0.18,10.76,11.24,32.0,Good
Shillong,2020-06-05,12.72,18.14,1.06,2.85,0.15,10.76,1.17,32.0,Good
Shillong,2020-06-06,13.5,17.99,1.04,2.79,0.16,10.49,1.83,16.0,Good
Shillong,2020-06-07,17.94,25.5,1.09,2.93,0.18,11.33,5.11,30.0,Good
Shillong,2020-06-08,23.76,32.93,1.05,2.76,0.21,10.7,5.94,33.0,Good
Shillong,2020-06-09,24.94,33.44,1.06,2.84,0.25,10.96,0.01,41.0,Good
Shillong,2020-06-10,9.99,14.39,1.0,2.73,0.17,10.71,,33.0,Good
Shillong,2020-06-11,5.28,10.75,1.0,2.77,0.16,10.19,17.41,20.0,Good
Shillong,2020-06-12,3.44,5.82,1.09,2.86,0.14,9.5,22.11,29.0,Good
Shillong,2020-06-13,3.9,6.79,1.03,2.71,0.13,8.92,20.96,34.0,Good
Shillong,2020-06-15,3.11,9.63,0.99,2.56,0.13,9.3,15.82,16.0,Good
Shillong,2020-06-16,4.38,10.06,0.87,2.5,0.12,9.22,14.21,18.0,Good
Shillong,2020-06-17,3.87,5.38,1.18,3.17,0.14,11.18,26.65,26.0,Good
Shillong,2020-06-18,4.56,6.79,1.2,6.2,0.15,11.29,31.77,46.0,Good
Shillong,2020-06-19,10.64,15.77,1.16,3.13,0.2,11.89,33.9,49.0,Good
Shillong,2020-06-20,14.8,23.66,1.13,3.12,0.22,13.84,29.12,43.0,Good
Shillong,2020-06-21,5.35,9.42,1.07,3.04,0.14,12.33,25.35,33.0,Good
Shillong,2020-06-22,8.14,12.93,1.1,3.07,0.15,12.47,35.8,41.0,Good
Shillong,2020-06-23,9.65,20.87,1.15,3.09,0.13,12.67,42.14,46.0,Good
Shillong,2020-06-24,10.21,15.34,1.14,3.2,0.14,10.89,29.17,47.0,Good
Shillong,2020-06-25,9.62,16.37,1.11,3.03,0.13,5.46,10.18,19.0,Good
Shillong,2020-06-26,6.33,8.76,1.17,3.09,0.12,4.94,11.83,25.0,Good
Shillong,2020-06-27,9.41,9.77,1.16,2.93,0.16,4.76,24.97,35.0,Good
Shillong,2020-06-28,13.55,20.53,1.25,3.17,0.17,5.0,34.91,53.0,Satisfactory
Shillong,2020-06-29,9.53,13.4,1.22,3.14,0.18,5.33,10.85,26.0,Good
Shillong,2020-06-30,14.74,20.8,1.12,2.96,0.2,5.05,6.2,21.0,Good
Shillong,2020-07-01,16.7,29.4,1.04,2.66,0.1,4.29,17.71,24.0,Good
